A2M
AATK
ABCA2
ABCA8
ABCC4
ABI3
ACSL1
ACY3
ADAM15
ADAM28
ADAMTS1
ADAMTS4
ADAP2
ADARB2
ADIPOR2
ADORA3
ADRB2
AFMID
AGA
AGTRAP
AIF1
AIF1L
AK5
ALOX5
ALOX5AP
AMD1
AMER2
AMPD3
ANK3
ANKRD22
ANKS1B
ANLN
ANXA11
AOAH
AP1B1
APBB1IP
APLP1
APOBEC3C
APOC1
APOC2
APOD
APOE
AQP1
ARAP2
ARHGAP15
ARHGAP18
ARHGAP23
ARHGAP25
ARHGAP27
ARHGAP30
ARHGAP4
ARHGAP9
ARHGDIB
ARHGEF37
ARID5A
ARPC1B
ARRB2
ARRDC2
ART3
ASPA
ATF3
ATG4C
ATP10B
ATP1B1
ATP8B4
AXL
B3GNT5
B4GALT1
BCAN
BCAS1
BCL2A1
BEST1
BEX1
BHLHE40
BHLHE41
BIN1
BIN2
BLNK
BOK
BST2
BTBD3
BTK
C10orf90
C12orf75
C17orf107
C1QA
C1QB
C1QC
C1orf162
C1orf198
C1orf54
C1orf61
C2
C21orf91
C3
C3AR1
C3orf58
C4BPA
C5AR1
CA2
CAMK2N1
CAPG
CAPN3
CARD11
CARD9
CARNS1
CASP1
CASP4
CASS4
CBR1
CBS
CCL2
CCL3
CCL3L1
CCL4
CCL4L2
CCP110
CCR1
CCRL2
CCSER2
CD14
CD163
CD164
CD22
CD300A
CD300C
CD302
CD33
CD37
CD4
CD53
CD55
CD58
CD68
CD69
CD74
CD83
CD84
CD86
CD9
CD99
CDC42EP1
CDC42EP2
CDH19
CDK18
CDKN1A
CDR2L
CEBPB
CEBPD
CERCAM
CERS2
CES4A
CFL2
CH25H
CHCHD7
CHN2
CHST9
CLCA4
CLCN4
CLDN11
CLDN3
CLDND1
CLEC2B
CLEC7A
CLEC9A
CLIC1
CLIP3
CLMN
CMKLR1
CMTM6
CMTM7
CNDP1
CNN3
CNP
CNPY3
CNTN2
CNTNAP4
COA3
COA4
COBL
COL4A5
COL9A2
COL9A3
CORO1A
COTL1
CPEB1
CPED1
CPM
CPQ
CPVL
CREG1
CREM
CRIP2
CRYAB
CSF1R
CSF2RA
CSF3R
CSRNP1
CSRP1
CTBS
CTNNA3
CTSB
CTSC
CTSH
CTSS
CTTN
CX3CR1
CXCL12
CXCL16
CXCR4
CXorf21
CYB5R2
CYBA
CYBB
CYFIP1
CYP27A1
CYP2J2
CYTH4
CYTL1
DAAM2
DAB2
DAGLB
DBNDD2
DEF6
DENND3
DEPTOR
DHCR24
DHRS3
DHRS9
DIXDC1
DLC1
DLG1
DLG2
DNAJB2
DNAJC6
DNASE2
DOCK2
DOCK4
DOCK5
DOCK8
DOCK9
DOHH
DOK1
DOK3
DPYSL3
DPYSL5
DSEL
DUSP1
DUSP2
DUSP23
DYSF
EBI3
EDIL3
EFHD1
EFNA1
EGFR
EGLN3
EGR2
EGR3
ELF1
ELK3
ELL2
ELOVL1
EMB
EMC2
EMC4
EML2
ENDOD1
ENG
ENOSF1
ENPP2
ENPP4
ENPP6
EPB41L2
EPB41L3
EPCAM
ERBB3
ERMN
ETS2
ETV1
ETV5
EVI2A
EVI2B
EZR
FA2H
FAAH
FABP5
FAHD2B
FAM102A
FAM107B
FAM124A
FAM131C
FAM178B
FCER1G
FCGBP
FCGR1A
FCGR1B
FCGR2A
FCGR3A
FCGRT
FCHO1
FERMT1
FERMT3
FGD2
FGD4
FGF1
FGF12
FGFR2
FGL2
FGR
FHL1
FKBP5
FLI1
FLNC
FNBP1
FOLH1
FOLR2
FOSB
FPR1
FRMD4B
FRYL
FUCA1
FUCA2
FUT8
FXYD5
FXYD6
G0S2
GAB3
GABPB1-AS1
GADD45B
GAL3ST4
GALNT7
GAMT
GAS6
GAS7
GBGT1
GBP2
GCA
GIMAP4
GIMAP5
GJB1
GLDN
GLIPR1
GLRX
GLTP
GMFG
GNA13
GNA15
GNG5
GNG7
GPM6A
GPM6B
GPR132
GPR183
GPR34
GPR37
GPR62
GPR84
GPRC5B
GPRIN3
GPSM3
GRASP
GREM1
GRIA2
GRM3
GSDMD
GSN
GSTM4
GYPC
HAMP
HAPLN2
HAVCR2
HBEGF
HCK
HCLS1
HCST
HDAC11
HEBP1
HEPN1
HERPUD1
HEXB
HHATL
HHIP
HID1
HK2
HLA-B
HLA-C
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQA2
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLA-E
HLA-F
HMOX1
HOXD1
HPGDS
HPN
HPS1
HSPA2
HVCN1
HYPK
ICAM1
ICOSLG
IER3
IFI30
IFITM2
IFITM3
IFNGR1
IFT80
