A2M
ABCA1
ABCC8
AC002546.1
AC003070.2
AC003084.1
AC003682.1
AC004080.1
AC004231.1
AC004466.3
AC004477.2
AC004590.1
AC004594.1
AC004801.4
AC004835.1
AC004862.1
AC004941.1
AC005014.3
AC005041.3
AC005224.1
AC005281.1
AC005291.1
AC005330.1
AC005550.2
AC005726.4
AC005746.2
AC005828.4
AC005828.5
AC005899.3
AC006004.1
AC006058.2
AC006116.9
AC006130.1
AC006206.2
AC006270.1
AC006273.1
AC006333.1
AC006378.1
AC006435.3
AC006967.3
AC007193.2
AC007277.1
AC007327.2
AC007344.1
AC007370.1
AC007431.2
AC007450.1
AC007529.2
AC007556.1
AC007563.2
AC007655.1
AC007656.1
AC007750.1
AC007786.2
AC007920.2
AC007991.4
AC008060.1
AC008080.4
AC008438.2
AC008537.2
AC008609.1
AC008619.1
AC008753.2
AC008780.2
AC008878.4
AC008957.2
AC009019.1
AC009065.6
AC009075.1
AC009121.2
AC009159.1
AC009237.15
AC009269.2
AC009495.2
AC009509.4
AC009704.1
AC009779.5
AC009955.2
AC009955.3
AC009955.4
AC009975.2
AC010175.1
AC010230.1
AC010267.1
AC010285.1
AC010327.4
AC010333.3
AC010401.2
AC010420.1
AC010531.7
AC010618.2
AC010624.2
AC010761.5
AC010907.2
AC011377.1
AC011509.2
AC011525.1
AC011595.1
AC011595.2
AC011603.1
AC011632.1
AC012309.2
AC012417.1
AC012508.2
AC012555.2
AC012613.2
AC013275.1
AC013470.2
AC015726.2
AC015853.1
AC015909.3
AC015983.2
AC016044.1
AC016642.1
AC016723.1
AC016924.1
AC018511.2
AC018682.2
AC019131.1
AC019193.2
AC020656.1
AC021351.1
AC021546.1
AC022101.1
AC022148.2
AC022217.2
AC022272.1
AC022447.1
AC022898.1
AC023310.4
AC023983.1
AC025284.1
AC025419.1
AC025576.1
AC025627.1
AC026894.1
AC026904.2
AC027228.2
AC027243.2
AC027601.3
AC027763.2
AC034187.1
AC034195.1
AC037486.1
AC046168.2
AC051619.4
AC055717.1
AC055855.2
AC061975.7
AC063944.3
AC069294.1
AC072062.1
AC073342.2
AC073539.1
AC073591.1
AC073651.1
AC073862.1
AC073878.2
AC078820.1
AC078880.3
AC079328.2
AC079411.1
AC079790.1
AC079950.1
AC080188.1
AC082651.4
AC083964.1
AC084026.1
AC084064.1
AC084782.2
