A2M
AASS
AATK
ABAT
ABCA10
ABCA2
ABCA3
ABCA4
ABCA5
ABCA8
ABCA9
ABCB1
ABCC11
ABCC4
ABCC8
ABCG2
ABHD15
ABHD17A
ABHD2
ABI1
ABI3BP
ABLIM1
ABR
ABTB2
ACACB
ACADVL
ACER3
ACOT11
ACOT7
ACSBG1
ACSL6
ACSS1
ACSS3
ACTB
ACTC1
ACTL6B
ACTN3
ACTR10
ACTR3B
ACTR3C
ACTRT3
ACVR1
ACVR1B
ACVRL1
ADAM10
ADAM11
ADAM12
ADAM28
ADAM33
ADAM9
ADAMTS12
ADAMTS17
ADAMTS19
ADAMTS6
ADAMTS7
ADAMTS9
ADAMTS9-AS2
ADAMTSL1
ADAMTSL3
ADAP2
ADARB2
ADCY2
ADCY7
ADCY8
ADD2
ADD3
ADGRA1
ADGRA3
ADGRD1
ADGRF5
ADGRG1
ADGRG7
ADGRL3
ADGRL4
ADGRV1
ADHFE1
ADIPOR2
ADIRF
ADPGK-AS1
ADRA1A
ADRA1B
ADRB2
ADRB3
AEBP1
AES
AFAP1L2
AFF1
AFF2
AFTPH
AGAP1
AGAP6
AGFG1
AGPAT4
AGT
AGTPBP1
AGXT2
AHCTF1
AHCYL1
AHCYL2
AHNAK
AIF1L
AIFM3
AK5
AKAP12
AKAP13
AKAP9
AKR1C1
AKR1C2
ALCAM
ALDH1A1
ALDH1A2
ALDH1L1
ALDH7A1
ALDOC
ALG13
ALK
ALOX5
ALPK1
ALPL
AMDHD1
AMER2
AMN1
AMOTL1
AMPD3
AMZ1
AMZ2
ANAPC1
ANAPC10
ANGEL1
ANGPT1
ANGPTL4
ANK1
ANKDD1A
ANKFN1
ANKFY1
ANKIB1
ANKMY2
ANKRD12
ANKRD13B
ANKRD27
ANKRD28
ANKRD44
ANKRD55
ANLN
ANO2
ANO4
ANO8
ANTXR2
ANXA1
ANXA10
ANXA11
ANXA3
ANXA4
AOAH
AP1G1
AP1S2
AP2A2
AP2M1
AP3B1
AP3B2
AP3M1
APBB1IP
APBB2
APC
APC2
APCDD1
APEX2
API5
APLP1
APOBEC3H
APOD
APOE
APOLD1
APOM
APOO
APPL1
APPL2
AQP4
AQP6
ARAP2
ARF3
ARG2
ARHGAP12
ARHGAP15
ARHGAP19-SLIT1
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP42
ARHGAP5
ARHGAP6
ARHGDIB
ARHGEF10
ARHGEF17
ARHGEF26
ARHGEF28
ARHGEF4
ARHGEF6
ARID4B
ARIH1
ARL14EP
ARL15
ARL4C
ARMCX3
ARNTL
ARNTL2
ARPC2
ARPC5L
ARPP21
ARRDC3
ARSI
ARSJ
ASAH1
ASAP1
ASB4
ASCC3
ASIC2
ASPA
ASPH
ASPN
ASTN2
ASXL3
ATF7IP2
ATG4C
ATG7
ATM
ATP10A
ATP10B
ATP11C
ATP13A2
ATP13A3
ATP13A4
ATP1A2
ATP1B2
ATP2A2
ATP2B4
ATP2C1
ATP2C2
ATP6V0A2
ATP6V0D1
ATP6V0E2
ATP6V1B2
ATP6V1G1
ATP8A1
ATP8A2
ATP8B1
ATP8B4
ATRX
ATXN10
ATXN2L
ATXN7
AUTS2
AXL
B2M
B3GALNT1
B3GALNT2
B3GALT1
B3GNT5
B4GALNT4
BABAM1
BAMBI
BATF
BAZ2B
BBOX1
BBS1
BBS2
BBS7
BBS9
BBX
BCAN
BCAR3
BCAR4
BCAS1
BCHE
BCKDHB
BCL11A
BCL11B
BCL2
BDH1
BEND2
BEST3
BEX2
BEX4
BGN
BHLHE41
BICC1
BIN1
BIN2
BLNK
BLZF1
BMP2K
BMP5
BMP6
BMP7
BMPER
BMPR1B
BMPR2
BNC2
BNIP3L
BOC
BRCC3
BRI3BP
BRINP3
BSG
BST2
BTBD11
BTBD17
BTBD3
BTNL8
BTNL9
BTRC
BZW2
C10orf55
